--TAB SEPARATED DATA FILE--
CAMERA SETTINGS:
Resolution = (820, 616)
Shutter speed = 499907 microseconds
LED CYCLE:
Blue Illumination: 300s
Green Illumination: 1s
Number of Cycles: 0 <-- (0 is continuous loop)

ITERATION	DATE	TIME	TEMPERATURE	HUMIDITY	ISO	ANALOG GAIN	DIGITAL GAIN	
815	2019_12_16	00:03:29	29.0	59.0	100	2521/256	11/256
815	2019_12_16	00:03:29	29.0	59.0	800	331/128	11/256
816	2019_12_16	00:11:24	27.0	62.0	100	2521/256	11/256
816	2019_12_16	00:11:24	27.0	62.0	800	331/128	11/256
817	2019_12_16	00:16:40	28.0	60.0	100	2521/256	11/256
817	2019_12_16	00:16:40	27.0	61.0	800	331/128	11/256
818	2019_12_16	00:21:53	27.0	61.0	100	2521/256	11/256
818	2019_12_16	00:21:53	28.0	61.0	800	331/128	11/256
819	2019_12_16	00:29:49	28.0	61.0	100	2521/256	11/256
819	2019_12_16	00:29:49	28.0	60.0	800	331/128	11/256
820	2019_12_16	00:35:04	28.0	60.0	100	2521/256	11/256
820	2019_12_16	00:35:04	29.0	59.0	800	331/128	11/256
821	2019_12_16	00:40:21	29.0	59.0	100	2521/256	11/256
821	2019_12_16	00:40:21	29.0	59.0	800	331/128	11/256
822	2019_12_16	00:48:18	29.0	59.0	100	2521/256	11/256
822	2019_12_16	00:48:18	27.0	62.0	800	331/128	11/256
823	2019_12_16	00:53:38	27.0	61.0	100	2521/256	11/256
823	2019_12_16	00:53:38	27.0	61.0	800	331/128	11/256
824	2019_12_16	00:58:56	28.0	61.0	100	2521/256	11/256
824	2019_12_16	00:58:56	28.0	61.0	800	331/128	11/256
825	2019_12_16	01:07:03	28.0	60.0	100	2521/256	11/256
825	2019_12_16	01:07:03	28.0	60.0	800	331/128	11/256
826	2019_12_16	01:12:18	28.0	60.0	100	2521/256	11/256
826	2019_12_16	01:12:18	28.0	60.0	800	331/128	11/256
827	2019_12_16	01:17:32	29.0	59.0	100	2521/256	11/256
827	2019_12_16	01:17:32	29.0	59.0	800	331/128	11/256
828	2019_12_16	06:02:45	25.0	63.0	100	2521/256	11/256
828	2019_12_16	06:02:45	25.0	63.0	800	331/128	11/256
829	2019_12_16	06:08:10	25.0	64.0	100	2521/256	11/256
829	2019_12_16	06:08:10	25.0	64.0	800	331/128	11/256
830	2019_12_16	06:13:26	26.0	63.0	100	2521/256	11/256
830	2019_12_16	06:13:26	26.0	63.0	800	331/128	11/256
831	2019_12_16	06:21:33	26.0	63.0	100	2521/256	11/256
831	2019_12_16	06:21:33	27.0	62.0	800	331/128	11/256
832	2019_12_16	06:26:51	27.0	62.0	100	2521/256	11/256
832	2019_12_16	06:26:51	27.0	61.0	800	331/128	11/256
833	2019_12_16	06:32:13	28.0	61.0	100	2521/256	11/256
833	2019_12_16	06:32:13	28.0	61.0	800	331/128	11/256
834	2019_12_16	09:35:06	30.0	58.0	100	2521/256	11/256
834	2019_12_16	09:35:06	30.0	58.0	800	331/128	11/256
835	2019_12_16	09:40:26	30.0	58.0	100	2521/256	11/256
835	2019_12_16	09:40:26	30.0	58.0	800	331/128	11/256
836	2019_12_16	09:45:42	29.0	59.0	100	2521/256	11/256
836	2019_12_16	09:45:42	28.0	60.0	800	331/128	11/256
837	2019_12_16	09:53:47	29.0	59.0	100	2521/256	11/256
837	2019_12_16	09:53:47	28.0	62.0	800	331/128	11/256
838	2019_12_16	09:59:02	29.0	61.0	100	2521/256	11/256
838	2019_12_16	09:59:02	29.0	61.0	800	331/128	11/256
839	2019_12_16	10:04:21	29.0	60.0	100	2521/256	11/256
839	2019_12_16	10:04:21	29.0	59.0	800	331/128	11/256
840	2019_12_16	20:28:54	29.0	59.0	100	2521/256	11/256
840	2019_12_16	20:28:54	26.0	63.0	800	331/128	11/256
841	2019_12_16	20:34:12	26.0	63.0	100	2521/256	11/256
841	2019_12_16	20:34:12	27.0	64.0	800	331/128	11/256
842	2019_12_16	20:39:25	27.0	63.0	100	2521/256	11/256
842	2019_12_16	20:39:25	28.0	63.0	800	331/128	11/256
843	2019_12_16	20:47:27	28.0	62.0	100	2521/256	11/256
843	2019_12_16	20:47:27	28.0	62.0	800	331/128	11/256
844	2019_12_16	20:52:47	28.0	62.0	100	2521/256	11/256
844	2019_12_16	20:52:47	29.0	61.0	800	331/128	11/256
845	2019_12_16	20:58:06	29.0	58.0	100	2521/256	11/256
845	2019_12_16	20:58:06	29.0	58.0	800	331/128	11/256
846	2019_12_16	21:06:00	28.0	60.0	100	2521/256	11/256
846	2019_12_16	21:06:00	28.0	60.0	800	331/128	11/256
847	2019_12_16	21:11:23	28.0	60.0	100	2521/256	11/256
847	2019_12_16	21:11:23	28.0	62.0	800	331/128	11/256
848	2019_12_16	21:16:37	28.0	62.0	100	2521/256	11/256
848	2019_12_16	21:16:37	28.0	62.0	800	331/128	11/256
849	2019_12_16	21:24:37	29.0	61.0	100	2521/256	11/256
849	2019_12_16	21:24:37	29.0	61.0	800	331/128	11/256
850	2019_12_16	21:29:52	29.0	61.0	100	2521/256	11/256
850	2019_12_16	21:29:52	29.0	58.0	800	331/128	11/256
851	2019_12_16	21:35:05	28.0	60.0	100	2521/256	11/256
851	2019_12_16	21:35:05	28.0	60.0	800	331/128	11/256
852	2019_12_16	21:43:06	28.0	60.0	100	2521/256	11/256
852	2019_12_16	21:43:06	29.0	61.0	800	331/128	11/256
853	2019_12_16	21:48:22	29.0	61.0	100	2521/256	11/256
853	2019_12_16	21:48:22	29.0	59.0	800	331/128	11/256
854	2019_12_16	21:53:46	29.0	59.0	100	2521/256	11/256
854	2019_12_16	21:53:46	28.0	60.0	800	331/128	11/256
855	2019_12_16	22:01:52	28.0	60.0	100	2521/256	11/256
855	2019_12_16	22:01:52	28.0	62.0	800	331/128	11/256
856	2019_12_16	22:07:14	28.0	62.0	100	2521/256	11/256
856	2019_12_16	22:07:14	29.0	61.0	800	331/128	11/256
857	2019_12_16	22:12:31	29.0	61.0	100	2521/256	11/256
857	2019_12_16	22:12:31	29.0	58.0	800	331/128	11/256
858	2019_12_16	22:20:23	29.0	58.0	100	2521/256	11/256
858	2019_12_16	22:20:23	28.0	60.0	800	331/128	11/256
859	2019_12_16	22:25:39	28.0	62.0	100	2521/256	11/256
859	2019_12_16	22:25:39	28.0	62.0	800	331/128	11/256
860	2019_12_16	22:31:01	28.0	62.0	100	2521/256	11/256
860	2019_12_16	22:31:01	28.0	62.0	800	331/128	11/256
861	2019_12_17	00:19:25	29.0	61.0	100	2521/256	11/256
861	2019_12_17	00:19:25	30.0	58.0	800	331/128	11/256
862	2019_12_17	00:24:42	30.0	58.0	100	2521/256	11/256
862	2019_12_17	00:24:42	30.0	59.0	800	331/128	11/256
863	2019_12_17	00:30:05	30.0	58.0	100	2521/256	11/256
863	2019_12_17	00:30:05	30.0	59.0	800	331/128	11/256
864	2019_12_17	00:38:03	29.0	61.0	100	2521/256	11/256
864	2019_12_17	00:38:03	29.0	61.0	800	331/128	11/256
865	2019_12_17	00:43:32	28.0	62.0	100	2521/256	11/256
865	2019_12_17	00:43:32	28.0	62.0	800	331/128	11/256
866	2019_12_17	00:48:51	28.0	62.0	100	2521/256	11/256
866	2019_12_17	00:48:51	28.0	62.0	800	331/128	11/256
867	2019_12_17	06:59:56	28.0	62.0	100	2521/256	11/256
867	2019_12_17	06:59:56	30.0	58.0	800	331/128	11/256
868	2019_12_17	07:05:18	30.0	58.0	100	2521/256	11/256
868	2019_12_17	07:05:18	30.0	58.0	800	331/128	11/256
869	2019_12_17	07:10:34	30.0	58.0	100	2521/256	11/256
869	2019_12_17	07:10:34	30.0	59.0	800	331/128	11/256
870	2019_12_17	07:49:22	30.0	59.0	100	2521/256	11/256
870	2019_12_17	07:49:22	27.0	61.0	800	331/128	11/256
871	2019_12_17	07:54:38	26.0	62.0	100	2521/256	11/256
871	2019_12_17	07:54:38	27.0	62.0	800	331/128	11/256
872	2019_12_17	07:59:54	27.0	62.0	100	2521/256	11/256
872	2019_12_17	07:59:54	28.0	62.0	800	331/128	11/256
873	2019_12_17	10:58:18	30.0	58.0	100	2521/256	11/256
873	2019_12_17	10:58:18	30.0	58.0	800	331/128	11/256
874	2019_12_17	11:03:41	30.0	58.0	100	2521/256	11/256
874	2019_12_17	11:03:41	30.0	58.0	800	331/128	11/256
875	2019_12_17	11:08:59	30.0	58.0	100	2521/256	11/256
875	2019_12_17	11:08:59	29.0	59.0	800	331/128	11/256
876	2019_12_17	13:23:24	29.0	59.0	100	2521/256	11/256
876	2019_12_17	13:23:24	26.0	63.0	800	331/128	11/256
877	2019_12_17	13:28:39	26.0	63.0	100	2521/256	11/256
877	2019_12_17	13:28:39	27.0	63.0	800	331/128	11/256
878	2019_12_17	13:33:58	28.0	63.0	100	2521/256	11/256
878	2019_12_17	13:33:58	28.0	63.0	800	331/128	11/256
879	2019_12_17	13:42:18	28.0	62.0	100	2521/256	11/256
879	2019_12_17	13:42:18	28.0	62.0	800	331/128	11/256
880	2019_12_17	13:47:35	29.0	61.0	100	2521/256	11/256
880	2019_12_17	13:47:35	29.0	61.0	800	331/128	11/256
881	2019_12_17	13:52:55	29.0	61.0	100	2521/256	11/256
881	2019_12_17	13:52:55	29.0	59.0	800	331/128	11/256
882	2019_12_17	14:00:55	29.0	58.0	100	2521/256	11/256
882	2019_12_17	14:00:55	28.0	60.0	800	331/128	11/256
883	2019_12_17	14:06:08	28.0	60.0	100	2521/256	11/256
883	2019_12_17	14:06:08	28.0	62.0	800	331/128	11/256
884	2019_12_17	14:11:22	28.0	62.0	100	2521/256	11/256
884	2019_12_17	14:11:22	29.0	61.0	800	331/128	11/256
885	2019_12_17	14:19:26	28.0	62.0	100	2521/256	11/256
885	2019_12_17	14:19:26	28.0	60.0	800	331/128	11/256
886	2019_12_17	14:24:42	28.0	62.0	100	2521/256	11/256
886	2019_12_17	14:24:42	28.0	62.0	800	331/128	11/256
887	2019_12_17	14:30:08	29.0	61.0	100	2521/256	11/256
887	2019_12_17	14:30:08	29.0	61.0	800	331/128	11/256
888	2019_12_17	14:38:05	29.0	61.0	100	2521/256	11/256
888	2019_12_17	14:38:05	29.0	59.0	800	331/128	11/256
889	2019_12_17	14:43:20	29.0	59.0	100	2521/256	11/256
889	2019_12_17	14:43:20	28.0	60.0	800	331/128	11/256
890	2019_12_17	14:48:41	28.0	60.0	100	2521/256	11/256
890	2019_12_17	14:48:41	28.0	62.0	800	331/128	11/256
891	2019_12_17	14:56:38	29.0	61.0	100	2521/256	11/256
891	2019_12_17	14:56:38	29.0	61.0	800	331/128	11/256
892	2019_12_17	15:02:01	29.0	58.0	100	2521/256	11/256
892	2019_12_17	15:02:01	29.0	59.0	800	331/128	11/256
893	2019_12_17	15:07:25	28.0	60.0	100	2521/256	11/256
893	2019_12_17	15:07:25	28.0	60.0	800	331/128	11/256
894	2019_12_17	15:15:39	28.0	60.0	100	2521/256	11/256
894	2019_12_17	15:15:39	28.0	62.0	800	331/128	11/256
895	2019_12_17	15:20:55	29.0	61.0	100	2521/256	11/256
895	2019_12_17	15:20:55	29.0	60.0	800	331/128	11/256
896	2019_12_17	15:26:21	29.0	60.0	100	2521/256	11/256
896	2019_12_17	15:26:21	29.0	58.0	800	331/128	11/256
897	2019_12_17	15:34:27	28.0	60.0	100	2521/256	11/256
897	2019_12_17	15:34:27	28.0	60.0	800	331/128	11/256
898	2019_12_17	15:39:47	28.0	60.0	100	2521/256	11/256
898	2019_12_17	15:39:47	28.0	62.0	800	331/128	11/256
899	2019_12_17	15:45:00	29.0	61.0	100	2521/256	11/256
899	2019_12_17	15:45:00	29.0	61.0	800	331/128	11/256
900	2019_12_17	19:36:31	29.0	61.0	100	2521/256	11/256
900	2019_12_17	19:36:31	26.0	63.0	800	331/128	11/256
901	2019_12_17	19:41:51	26.0	63.0	100	2521/256	11/256
901	2019_12_17	19:41:51	27.0	63.0	800	331/128	11/256
902	2019_12_17	19:47:07	27.0	63.0	100	2521/256	11/256
902	2019_12_17	19:47:07	27.0	63.0	800	331/128	11/256
903	2019_12_17	20:00:34	27.0	63.0	100	2521/256	11/256
903	2019_12_17	20:00:34	28.0	62.0	800	331/128	11/256
904	2019_12_17	20:05:57	28.0	62.0	100	2521/256	11/256
904	2019_12_17	20:05:57	29.0	61.0	800	331/128	11/256
905	2019_12_17	20:11:12	29.0	61.0	100	2521/256	11/256
905	2019_12_17	20:11:12	29.0	58.0	800	331/128	11/256
906	2019_12_17	22:38:03	29.0	58.0	100	2521/256	11/256
906	2019_12_17	22:38:03	26.0	63.0	800	331/128	11/256
907	2019_12_17	22:43:23	26.0	63.0	100	2521/256	11/256
907	2019_12_17	22:43:23	26.0	64.0	800	331/128	11/256
908	2019_12_17	22:48:41	26.0	64.0	100	2521/256	11/256
908	2019_12_17	22:48:41	27.0	63.0	800	331/128	11/256
909	2019_12_17	22:57:59	27.0	63.0	100	2521/256	11/256
909	2019_12_17	22:57:59	28.0	62.0	800	331/128	11/256
910	2019_12_17	23:03:15	28.0	62.0	100	2521/256	11/256
910	2019_12_17	23:03:15	28.0	62.0	800	331/128	11/256
911	2019_12_17	23:08:31	28.0	62.0	100	2521/256	11/256
911	2019_12_17	23:08:31	29.0	60.0	800	331/128	11/256
912	2019_12_17	23:16:38	29.0	60.0	100	2521/256	11/256
912	2019_12_17	23:16:38	28.0	59.0	800	331/128	11/256
913	2019_12_17	23:21:51	28.0	61.0	100	2521/256	11/256
913	2019_12_17	23:21:51	28.0	61.0	800	331/128	11/256
914	2019_12_17	23:27:09	28.0	61.0	100	2521/256	11/256
914	2019_12_17	23:27:09	28.0	61.0	800	331/128	11/256
915	2019_12_18	02:14:33	28.0	61.0	100	2521/256	11/256
915	2019_12_18	02:14:33	30.0	58.0	800	331/128	11/256
916	2019_12_18	02:19:49	30.0	58.0	100	2521/256	11/256
916	2019_12_18	02:19:49	30.0	58.0	800	331/128	11/256
917	2019_12_18	02:25:07	30.0	58.0	100	2521/256	11/256
917	2019_12_18	02:25:07	29.0	59.0	800	331/128	11/256
918	2019_12_18	07:06:54	29.0	59.0	100	2521/256	11/256
918	2019_12_18	07:06:54	25.0	63.0	800	331/128	11/256
919	2019_12_18	07:12:16	25.0	64.0	100	2521/256	11/256
919	2019_12_18	07:12:16	25.0	64.0	800	331/128	11/256
920	2019_12_18	07:17:31	25.0	63.0	100	2521/256	11/256
920	2019_12_18	07:17:31	26.0	63.0	800	331/128	11/256
921	2019_12_18	07:25:31	26.0	63.0	100	2521/256	11/256
921	2019_12_18	07:25:31	27.0	62.0	800	331/128	11/256
922	2019_12_18	07:30:47	26.0	63.0	100	2521/256	11/256
922	2019_12_18	07:30:47	27.0	61.0	800	331/128	11/256
923	2019_12_18	07:36:06	27.0	61.0	100	2521/256	11/256
923	2019_12_18	07:36:06	27.0	61.0	800	331/128	11/256
924	2019_12_18	07:44:11	28.0	60.0	100	2521/256	11/256
924	2019_12_18	07:44:11	28.0	60.0	800	331/128	11/256
925	2019_12_18	07:49:27	28.0	60.0	100	2521/256	11/256
925	2019_12_18	07:49:27	28.0	60.0	800	331/128	11/256
926	2019_12_18	07:54:40	28.0	60.0	100	2521/256	11/256
926	2019_12_18	07:54:40	28.0	60.0	800	331/128	11/256
927	2019_12_18	08:02:48	28.0	60.0	100	2521/256	11/256
927	2019_12_18	08:02:48	28.0	60.0	800	331/128	11/256
928	2019_12_18	08:08:03	28.0	60.0	100	2521/256	11/256
928	2019_12_18	08:08:03	28.0	59.0	800	331/128	11/256
929	2019_12_18	08:13:19	28.0	59.0	100	2521/256	11/256
929	2019_12_18	08:13:19	28.0	59.0	800	331/128	11/256
930	2019_12_18	08:21:15	28.0	59.0	100	2521/256	11/256
930	2019_12_18	08:21:15	29.0	58.0	800	331/128	11/256
931	2019_12_18	08:26:31	28.0	59.0	100	2521/256	11/256
931	2019_12_18	08:26:31	29.0	58.0	800	331/128	11/256
932	2019_12_18	08:31:47	28.0	60.0	100	2521/256	11/256
932	2019_12_18	08:31:47	28.0	60.0	800	331/128	11/256
933	2019_12_18	08:39:43	27.0	62.0	100	2521/256	11/256
933	2019_12_18	08:39:43	28.0	62.0	800	331/128	11/256
934	2019_12_18	08:45:02	28.0	62.0	100	2521/256	11/256
934	2019_12_18	08:45:02	28.0	62.0	800	331/128	11/256
935	2019_12_18	08:50:18	28.0	62.0	100	2521/256	11/256
935	2019_12_18	08:50:18	28.0	62.0	800	331/128	11/256
936	2019_12_18	08:58:22	28.0	61.0	100	2521/256	11/256
936	2019_12_18	08:58:22	28.0	62.0	800	331/128	11/256
937	2019_12_18	09:03:38	28.0	61.0	100	2521/256	11/256
937	2019_12_18	09:03:38	28.0	61.0	800	331/128	11/256
938	2019_12_18	09:08:51	28.0	61.0	100	2521/256	11/256
938	2019_12_18	09:08:51	28.0	61.0	800	331/128	11/256
939	2019_12_18	19:34:47	28.0	61.0	100	2521/256	11/256
939	2019_12_18	19:34:47	30.0	59.0	800	331/128	11/256
940	2019_12_18	19:40:07	30.0	58.0	100	2521/256	11/256
940	2019_12_18	19:40:07	30.0	58.0	800	331/128	11/256
941	2019_12_18	19:45:22	30.0	58.0	100	2521/256	11/256
941	2019_12_18	19:45:22	30.0	59.0	800	331/128	11/256
942	2019_12_18	19:54:54	30.0	59.0	100	2521/256	11/256
942	2019_12_18	19:54:54	28.0	62.0	800	331/128	11/256
943	2019_12_18	20:00:08	28.0	62.0	100	2521/256	11/256
943	2019_12_18	20:00:08	28.0	61.0	800	331/128	11/256
944	2019_12_18	20:05:24	28.0	60.0	100	2521/256	11/256
944	2019_12_18	20:05:24	29.0	59.0	800	331/128	11/256
945	2019_12_18	20:37:57	29.0	59.0	100	2521/256	11/256
945	2019_12_18	20:37:57	27.0	61.0	800	331/128	11/256
946	2019_12_18	20:43:15	27.0	62.0	100	2521/256	11/256
946	2019_12_18	20:43:15	27.0	62.0	800	331/128	11/256
947	2019_12_18	20:48:31	27.0	62.0	100	2521/256	11/256
947	2019_12_18	20:48:31	28.0	62.0	800	331/128	11/256
948	2019_12_18	21:07:56	28.0	62.0	100	2521/256	11/256
948	2019_12_18	21:07:56	29.0	59.0	800	331/128	11/256
949	2019_12_18	21:13:10	29.0	58.0	100	2521/256	11/256
949	2019_12_18	21:13:10	29.0	58.0	800	331/128	11/256
950	2019_12_18	21:18:31	29.0	58.0	100	2521/256	11/256
950	2019_12_18	21:18:31	28.0	59.0	800	331/128	11/256
951	2019_12_18	21:29:43	29.0	60.0	100	2521/256	11/256
951	2019_12_18	21:29:43	29.0	59.0	800	331/128	11/256
952	2019_12_18	21:35:04	29.0	59.0	100	2521/256	11/256
952	2019_12_18	21:35:04	29.0	58.0	800	331/128	11/256
953	2019_12_18	21:40:20	29.0	58.0	100	2521/256	11/256
953	2019_12_18	21:40:20	28.0	60.0	800	331/128	11/256
954	2019_12_18	22:21:31	28.0	60.0	100	2521/256	11/256
954	2019_12_18	22:21:31	30.0	59.0	800	331/128	11/256
955	2019_12_18	22:26:45	30.0	59.0	100	2521/256	11/256
955	2019_12_18	22:26:45	30.0	59.0	800	331/128	11/256
956	2019_12_18	22:32:06	29.0	60.0	100	2521/256	11/256
956	2019_12_18	22:32:06	29.0	60.0	800	331/128	11/256
957	2019_12_18	22:42:22	28.0	60.0	100	2521/256	11/256
957	2019_12_18	22:42:22	28.0	60.0	800	331/128	11/256
958	2019_12_18	22:47:41	28.0	61.0	100	2521/256	11/256
958	2019_12_18	22:47:41	28.0	61.0	800	331/128	11/256
959	2019_12_18	22:53:05	28.0	61.0	100	2521/256	11/256
959	2019_12_18	22:53:05	28.0	61.0	800	331/128	11/256
960	2019_12_18	23:46:23	30.0	58.0	100	2521/256	11/256
960	2019_12_18	23:46:23	30.0	58.0	800	331/128	11/256
961	2019_12_18	23:51:39	30.0	59.0	100	2521/256	11/256
961	2019_12_18	23:51:39	30.0	59.0	800	331/128	11/256
962	2019_12_18	23:57:00	30.0	59.0	100	2521/256	11/256
962	2019_12_18	23:57:00	29.0	60.0	800	331/128	11/256
963	2019_12_19	00:05:01	28.0	62.0	100	2521/256	11/256
963	2019_12_19	00:05:01	28.0	62.0	800	331/128	11/256
964	2019_12_19	00:10:17	28.0	61.0	100	2521/256	11/256
964	2019_12_19	00:10:17	28.0	61.0	800	331/128	11/256
965	2019_12_19	00:15:38	29.0	60.0	100	2521/256	11/256
965	2019_12_19	00:15:38	29.0	60.0	800	331/128	11/256
966	2019_12_19	00:24:06	28.0	60.0	100	2521/256	11/256
966	2019_12_19	00:24:06	28.0	59.0	800	331/128	11/256
967	2019_12_19	00:29:29	28.0	61.0	100	2521/256	11/256
967	2019_12_19	00:29:29	28.0	61.0	800	331/128	11/256
968	2019_12_19	00:34:53	28.0	61.0	100	2521/256	11/256
968	2019_12_19	00:34:53	29.0	60.0	800	331/128	11/256
969	2019_12_19	00:42:48	29.0	58.0	100	2521/256	11/256
969	2019_12_19	00:42:48	28.0	59.0	800	331/128	11/256
970	2019_12_19	00:48:12	28.0	61.0	100	2521/256	11/256
970	2019_12_19	00:48:12	28.0	61.0	800	331/128	11/256
971	2019_12_19	00:53:30	28.0	61.0	100	2521/256	11/256
971	2019_12_19	00:53:30	29.0	60.0	800	331/128	11/256
972	2019_12_19	01:08:12	28.0	60.0	100	2521/256	11/256
972	2019_12_19	01:08:12	28.0	60.0	800	331/128	11/256
973	2019_12_19	01:13:34	28.0	60.0	100	2521/256	11/256
973	2019_12_19	01:13:34	28.0	62.0	800	331/128	11/256
974	2019_12_19	01:18:52	28.0	62.0	100	2521/256	11/256
974	2019_12_19	01:18:52	28.0	61.0	800	331/128	11/256
975	2019_12_19	01:26:54	28.0	61.0	100	2521/256	11/256
975	2019_12_19	01:26:54	29.0	60.0	800	331/128	11/256
976	2019_12_19	01:32:08	29.0	58.0	100	2521/256	11/256
976	2019_12_19	01:32:08	29.0	58.0	800	331/128	11/256
977	2019_12_19	01:37:28	29.0	58.0	100	2521/256	11/256
977	2019_12_19	01:37:28	28.0	60.0	800	331/128	11/256
978	2019_12_19	01:45:46	28.0	60.0	100	2521/256	11/256
978	2019_12_19	01:45:46	29.0	60.0	800	331/128	11/256
979	2019_12_19	01:51:02	29.0	60.0	100	2521/256	11/256
979	2019_12_19	01:51:02	29.0	58.0	800	331/128	11/256
980	2019_12_19	01:56:16	29.0	58.0	100	2521/256	11/256
980	2019_12_19	01:56:16	28.0	60.0	800	331/128	11/256
981	2019_12_19	03:39:06	30.0	58.0	100	2521/256	11/256
981	2019_12_19	03:39:06	30.0	58.0	800	331/128	11/256
982	2019_12_19	03:44:22	30.0	59.0	100	2521/256	11/256
982	2019_12_19	03:44:22	30.0	59.0	800	331/128	11/256
983	2019_12_19	03:49:38	30.0	59.0	100	2521/256	11/256
983	2019_12_19	03:49:38	30.0	60.0	800	331/128	11/256
984	2019_12_19	04:06:51	30.0	60.0	100	2521/256	11/256
984	2019_12_19	04:06:51	28.0	61.0	800	331/128	11/256
985	2019_12_19	04:12:05	28.0	60.0	100	2521/256	11/256
985	2019_12_19	04:12:05	28.0	62.0	800	331/128	11/256
986	2019_12_19	04:17:21	28.0	62.0	100	2521/256	11/256
986	2019_12_19	04:17:21	28.0	62.0	800	331/128	11/256
987	2019_12_19	04:55:31	29.0	61.0	100	2521/256	11/256
987	2019_12_19	04:55:31	30.0	59.0	800	331/128	11/256
988	2019_12_19	05:00:47	30.0	59.0	100	2521/256	11/256
988	2019_12_19	05:00:47	30.0	58.0	800	331/128	11/256
989	2019_12_19	05:06:03	30.0	58.0	100	2521/256	11/256
989	2019_12_19	05:06:03	29.0	58.0	800	331/128	11/256
990	2019_12_19	07:20:42	30.0	58.0	100	2521/256	11/256
990	2019_12_19	07:20:42	27.0	62.0	800	331/128	11/256
991	2019_12_19	07:26:02	27.0	62.0	100	2521/256	11/256
991	2019_12_19	07:26:02	27.0	64.0	800	331/128	11/256
992	2019_12_19	07:31:18	27.0	64.0	100	2521/256	11/256
992	2019_12_19	07:31:18	28.0	63.0	800	331/128	11/256
993	2019_12_19	16:11:01	32.0	58.0	100	2521/256	11/256
993	2019_12_19	16:11:01	32.0	58.0	800	331/128	11/256
994	2019_12_19	16:16:20	32.0	58.0	100	2521/256	11/256
994	2019_12_19	16:16:20	33.0	56.0	800	331/128	11/256
995	2019_12_19	16:21:35	33.0	57.0	100	2521/256	11/256
995	2019_12_19	16:21:35	31.0	59.0	800	331/128	11/256
996	2019_12_19	17:00:17	31.0	59.0	100	2521/256	11/256
996	2019_12_19	17:00:17	29.0	61.0	800	331/128	11/256
997	2019_12_19	17:05:34	29.0	61.0	100	2521/256	11/256
997	2019_12_19	17:05:34	29.0	61.0	800	331/128	11/256
998	2019_12_19	17:10:51	29.0	61.0	100	2521/256	11/256
998	2019_12_19	17:10:51	29.0	61.0	800	331/128	11/256
999	2019_12_19	18:06:53	29.0	61.0	100	2521/256	11/256
999	2019_12_19	18:06:53	28.0	63.0	800	331/128	11/256
1000	2019_12_19	18:12:13	28.0	63.0	100	2521/256	11/256
1000	2019_12_19	18:12:13	28.0	65.0	800	331/128	11/256
1001	2019_12_19	18:17:26	29.0	64.0	100	2521/256	11/256
1001	2019_12_19	18:17:26	29.0	63.0	800	331/128	11/256
1002	2019_12_19	18:25:23	29.0	63.0	100	2521/256	11/256
1002	2019_12_19	18:25:23	30.0	61.0	800	331/128	11/256
1003	2019_12_19	18:30:37	29.0	61.0	100	2521/256	11/256
1003	2019_12_19	18:30:37	29.0	61.0	800	331/128	11/256
1004	2019_12_19	18:35:58	29.0	61.0	100	2521/256	11/256
1004	2019_12_19	18:35:58	29.0	61.0	800	331/128	11/256
1005	2019_12_19	18:55:40	29.0	61.0	100	2521/256	11/256
1005	2019_12_19	18:55:40	28.0	63.0	800	331/128	11/256
1006	2019_12_19	19:00:56	29.0	63.0	100	2521/256	11/256
1006	2019_12_19	19:00:56	29.0	63.0	800	331/128	11/256
1007	2019_12_19	19:06:16	29.0	61.0	100	2521/256	11/256
1007	2019_12_19	19:06:16	29.0	61.0	800	331/128	11/256
1008	2019_12_19	19:14:22	29.0	61.0	100	2521/256	11/256
1008	2019_12_19	19:14:22	29.0	61.0	800	331/128	11/256
1009	2019_12_19	19:19:39	29.0	61.0	100	2521/256	11/256
1009	2019_12_19	19:19:39	29.0	61.0	800	331/128	11/256
1010	2019_12_19	19:24:52	28.0	63.0	100	2521/256	11/256
1010	2019_12_19	19:24:52	28.0	63.0	800	331/128	11/256
1011	2019_12_19	19:33:07	29.0	63.0	100	2521/256	11/256
1011	2019_12_19	19:33:07	29.0	62.0	800	331/128	11/256
1012	2019_12_19	19:38:40	29.0	62.0	100	2521/256	11/256
1012	2019_12_19	19:38:40	30.0	60.0	800	331/128	11/256
1013	2019_12_19	19:43:53	30.0	60.0	100	2521/256	11/256
1013	2019_12_19	19:43:53	29.0	61.0	800	331/128	11/256
1014	2019_12_19	19:51:49	29.0	61.0	100	2521/256	11/256
1014	2019_12_19	19:51:49	29.0	61.0	800	331/128	11/256
1015	2019_12_19	19:57:05	29.0	61.0	100	2521/256	11/256
1015	2019_12_19	19:57:05	29.0	61.0	800	331/128	11/256
1016	2019_12_19	20:02:23	28.0	62.0	100	2521/256	11/256
1016	2019_12_19	20:02:23	29.0	61.0	800	331/128	11/256
1017	2019_12_19	22:40:08	28.0	62.0	100	2521/256	11/256
1017	2019_12_19	22:40:08	28.0	63.0	800	331/128	11/256
1018	2019_12_19	22:45:23	28.0	63.0	100	2521/256	11/256
1018	2019_12_19	22:45:23	28.0	65.0	800	331/128	11/256
1019	2019_12_19	22:50:36	28.0	65.0	100	2521/256	11/256
1019	2019_12_19	22:50:36	29.0	63.0	800	331/128	11/256
1020	2019_12_20	03:14:01	27.0	63.0	100	2521/256	11/256
