--TAB SEPARATED DATA FILE--
CAMERA SETTINGS:
Resolution = (820, 616)
Shutter speed = 499907 microseconds
LED CYCLE:
Blue Illumination: 300s
Green Illumination: 1s
Number of Cycles: 0 <-- (0 is continuous loop)

ITERATION	DATE	TIME	TEMPERATURE	HUMIDITY	ISO	ANALOG GAIN	DIGITAL GAIN	
403	2019_12_13	09:19:19	29.0	59.0	100	2521/256	11/256
403	2019_12_13	09:19:19	28.0	61.0	800	331/128	11/256
404	2019_12_13	09:24:33	28.0	61.0	100	2521/256	11/256
404	2019_12_13	09:24:33	29.0	60.0	800	331/128	11/256
405	2019_12_13	09:32:26	29.0	60.0	100	2521/256	11/256
405	2019_12_13	09:32:26	28.0	60.0	800	331/128	11/256
406	2019_12_13	09:37:41	28.0	60.0	100	2521/256	11/256
406	2019_12_13	09:37:41	28.0	62.0	800	331/128	11/256
407	2019_12_13	09:42:53	28.0	62.0	100	2521/256	11/256
407	2019_12_13	09:42:53	28.0	61.0	800	331/128	11/256
408	2019_12_13	09:50:47	28.0	61.0	100	2521/256	11/256
408	2019_12_13	09:50:47	29.0	60.0	800	331/128	11/256
409	2019_12_13	09:56:01	29.0	60.0	100	2521/256	11/256
409	2019_12_13	09:56:01	29.0	58.0	800	331/128	11/256
410	2019_12_13	10:01:19	29.0	58.0	100	2521/256	11/256
410	2019_12_13	10:01:19	28.0	60.0	800	331/128	11/256
411	2019_12_13	10:09:16	28.0	62.0	100	2521/256	11/256
411	2019_12_13	10:09:16	28.0	62.0	800	331/128	11/256
412	2019_12_13	10:14:37	28.0	62.0	100	2521/256	11/256
412	2019_12_13	10:14:37	29.0	60.0	800	331/128	11/256
413	2019_12_13	10:19:50	29.0	60.0	100	2521/256	11/256
413	2019_12_13	10:19:50	29.0	59.0	800	331/128	11/256
414	2019_12_13	10:27:34	29.0	58.0	100	2521/256	11/256
414	2019_12_13	10:27:34	28.0	60.0	800	331/128	11/256
415	2019_12_13	10:32:49	28.0	62.0	100	2521/256	11/256
415	2019_12_13	10:32:49	28.0	62.0	800	331/128	11/256
416	2019_12_13	10:38:02	28.0	62.0	100	2521/256	11/256
416	2019_12_13	10:38:02	28.0	62.0	800	331/128	11/256
417	2019_12_13	10:46:01	28.0	62.0	100	2521/256	11/256
417	2019_12_13	10:46:01	29.0	60.0	800	331/128	11/256
418	2019_12_13	10:51:15	29.0	60.0	100	2521/256	11/256
418	2019_12_13	10:51:15	29.0	59.0	800	331/128	11/256
419	2019_12_13	10:56:28	29.0	59.0	100	2521/256	11/256
419	2019_12_13	10:56:28	28.0	60.0	800	331/128	11/256
420	2019_12_13	11:04:17	28.0	60.0	100	2521/256	11/256
420	2019_12_13	11:04:17	28.0	62.0	800	331/128	11/256
421	2019_12_13	11:09:33	28.0	62.0	100	2521/256	11/256
421	2019_12_13	11:09:33	29.0	60.0	800	331/128	11/256
422	2019_12_13	11:14:49	29.0	60.0	100	2521/256	11/256
422	2019_12_13	11:14:49	29.0	59.0	800	331/128	11/256
423	2019_12_13	11:22:38	29.0	59.0	100	2521/256	11/256
423	2019_12_13	11:22:38	28.0	61.0	800	331/128	11/256
424	2019_12_13	11:27:53	28.0	62.0	100	2521/256	11/256
424	2019_12_13	11:27:53	28.0	62.0	800	331/128	11/256
425	2019_12_13	11:33:11	28.0	62.0	100	2521/256	11/256
425	2019_12_13	11:33:11	28.0	62.0	800	331/128	11/256
426	2019_12_13	11:41:07	28.0	62.0	100	2521/256	11/256
426	2019_12_13	11:41:07	29.0	60.0	800	331/128	11/256
427	2019_12_13	11:46:24	29.0	59.0	100	2521/256	11/256
427	2019_12_13	11:46:24	29.0	59.0	800	331/128	11/256
428	2019_12_13	11:51:42	29.0	59.0	100	2521/256	11/256
428	2019_12_13	11:51:42	28.0	60.0	800	331/128	11/256
429	2019_12_13	11:59:48	28.0	60.0	100	2521/256	11/256
429	2019_12_13	11:59:48	28.0	62.0	800	331/128	11/256
430	2019_12_13	12:05:06	29.0	53.0	100	2521/256	11/256
430	2019_12_13	12:05:06	29.0	61.0	800	331/128	11/256
431	2019_12_13	12:10:22	29.0	61.0	100	2521/256	11/256
431	2019_12_13	12:10:22	29.0	59.0	800	331/128	11/256
432	2019_12_13	12:18:19	28.0	61.0	100	2521/256	11/256
432	2019_12_13	12:18:19	28.0	61.0	800	331/128	11/256
433	2019_12_13	12:23:36	28.0	61.0	100	2521/256	11/256
433	2019_12_13	12:23:36	28.0	62.0	800	331/128	11/256
434	2019_12_13	12:28:52	28.0	62.0	100	2521/256	11/256
434	2019_12_13	12:28:52	28.0	62.0	800	331/128	11/256
435	2019_12_13	12:36:48	29.0	61.0	100	2521/256	11/256
435	2019_12_13	12:36:48	29.0	61.0	800	331/128	11/256
436	2019_12_13	12:42:06	29.0	60.0	100	2521/256	11/256
436	2019_12_13	12:42:06	29.0	59.0	800	331/128	11/256
437	2019_12_13	12:47:21	29.0	59.0	100	2521/256	11/256
437	2019_12_13	12:47:21	28.0	60.0	800	331/128	11/256
438	2019_12_13	12:55:21	28.0	60.0	100	2521/256	11/256
438	2019_12_13	12:55:21	29.0	61.0	800	331/128	11/256
439	2019_12_13	13:00:42	29.0	59.0	100	2521/256	11/256
439	2019_12_13	13:00:42	29.0	59.0	800	331/128	11/256
440	2019_12_13	13:06:03	28.0	60.0	100	2521/256	11/256
440	2019_12_13	13:06:03	28.0	61.0	800	331/128	11/256
441	2019_12_13	13:13:54	28.0	61.0	100	2521/256	11/256
441	2019_12_13	13:13:54	28.0	62.0	800	331/128	11/256
442	2019_12_13	13:19:10	29.0	61.0	100	2521/256	11/256
442	2019_12_13	13:19:10	29.0	61.0	800	331/128	11/256
443	2019_12_13	13:24:28	29.0	61.0	100	2521/256	11/256
443	2019_12_13	13:24:28	29.0	59.0	800	331/128	11/256
444	2019_12_13	13:32:25	29.0	59.0	100	2521/256	11/256
444	2019_12_13	13:32:25	28.0	61.0	800	331/128	11/256
445	2019_12_13	13:37:41	28.0	61.0	100	2521/256	11/256
445	2019_12_13	13:37:41	28.0	62.0	800	331/128	11/256
446	2019_12_13	13:42:54	29.0	61.0	100	2521/256	11/256
446	2019_12_13	13:42:54	29.0	61.0	800	331/128	11/256
447	2019_12_13	13:50:57	28.0	60.0	100	2521/256	11/256
447	2019_12_13	13:50:57	29.0	60.0	800	331/128	11/256
448	2019_12_13	13:56:14	29.0	59.0	100	2521/256	11/256
448	2019_12_13	13:56:14	28.0	61.0	800	331/128	11/256
449	2019_12_13	14:01:30	28.0	61.0	100	2521/256	11/256
449	2019_12_13	14:01:30	28.0	62.0	800	331/128	11/256
450	2019_12_13	14:09:25	28.0	62.0	100	2521/256	11/256
450	2019_12_13	14:09:25	29.0	61.0	800	331/128	11/256
451	2019_12_13	14:14:39	29.0	59.0	100	2521/256	11/256
451	2019_12_13	14:14:39	29.0	59.0	800	331/128	11/256
452	2019_12_13	14:19:54	29.0	59.0	100	2521/256	11/256
452	2019_12_13	14:19:54	29.0	60.0	800	331/128	11/256
453	2019_12_13	14:27:39	28.0	61.0	100	2521/256	11/256
453	2019_12_13	14:27:39	28.0	62.0	800	331/128	11/256
454	2019_12_13	14:32:54	28.0	63.0	100	2521/256	11/256
454	2019_12_13	14:32:54	28.0	63.0	800	331/128	11/256
455	2019_12_13	14:38:13	28.0	63.0	100	2521/256	11/256
455	2019_12_13	14:38:13	29.0	61.0	800	331/128	11/256
456	2019_12_13	14:46:01	29.0	61.0	100	2521/256	11/256
456	2019_12_13	14:46:01	29.0	60.0	800	331/128	11/256
457	2019_12_13	14:51:15	28.0	62.0	100	2521/256	11/256
457	2019_12_13	14:51:15	28.0	62.0	800	331/128	11/256
458	2019_12_13	14:56:36	28.0	62.0	100	2521/256	11/256
458	2019_12_13	14:56:36	28.0	63.0	800	331/128	11/256
459	2019_12_13	15:04:39	29.0	61.0	100	2521/256	11/256
459	2019_12_13	15:04:39	29.0	61.0	800	331/128	11/256
460	2019_12_13	15:10:02	29.0	59.0	100	2521/256	11/256
460	2019_12_13	15:10:02	29.0	59.0	800	331/128	11/256
461	2019_12_13	15:15:22	29.0	60.0	100	2521/256	11/256
461	2019_12_13	15:15:22	29.0	59.0	800	331/128	11/256
462	2019_12_13	15:23:13	28.0	61.0	100	2521/256	11/256
462	2019_12_13	15:23:13	28.0	62.0	800	331/128	11/256
463	2019_12_13	15:28:28	28.0	62.0	100	2521/256	11/256
463	2019_12_13	15:28:28	28.0	63.0	800	331/128	11/256
464	2019_12_13	15:33:48	29.0	61.0	100	2521/256	11/256
464	2019_12_13	15:33:48	29.0	61.0	800	331/128	11/256
465	2019_12_13	15:41:58	29.0	61.0	100	2521/256	11/256
465	2019_12_13	15:41:58	29.0	60.0	800	331/128	11/256
466	2019_12_13	15:47:12	29.0	60.0	100	2521/256	11/256
466	2019_12_13	15:47:12	28.0	61.0	800	331/128	11/256
467	2019_12_13	15:52:27	28.0	63.0	100	2521/256	11/256
467	2019_12_13	15:52:27	28.0	62.0	800	331/128	11/256
468	2019_12_13	16:00:27	29.0	61.0	100	2521/256	11/256
468	2019_12_13	16:00:27	29.0	61.0	800	331/128	11/256
469	2019_12_13	16:05:46	29.0	59.0	100	2521/256	11/256
469	2019_12_13	16:05:46	29.0	59.0	800	331/128	11/256
470	2019_12_13	16:11:12	28.0	61.0	100	2521/256	11/256
470	2019_12_13	16:11:12	28.0	61.0	800	331/128	11/256
471	2019_12_13	16:19:29	28.0	61.0	100	2521/256	11/256
471	2019_12_13	16:19:29	29.0	61.0	800	331/128	11/256
472	2019_12_13	16:24:46	29.0	59.0	100	2521/256	11/256
472	2019_12_13	16:24:46	29.0	59.0	800	331/128	11/256
473	2019_12_13	16:30:06	28.0	61.0	100	2521/256	11/256
473	2019_12_13	16:30:06	28.0	61.0	800	331/128	11/256
474	2019_12_13	16:38:17	28.0	62.0	100	2521/256	11/256
474	2019_12_13	16:38:17	29.0	61.0	800	331/128	11/256
475	2019_12_13	16:43:35	29.0	59.0	100	2521/256	11/256
475	2019_12_13	16:43:35	29.0	59.0	800	331/128	11/256
476	2019_12_13	16:48:53	29.0	59.0	100	2521/256	11/256
476	2019_12_13	16:48:53	28.0	61.0	800	331/128	11/256
477	2019_12_13	16:56:44	28.0	61.0	100	2521/256	11/256
477	2019_12_13	16:56:44	28.0	62.0	800	331/128	11/256
478	2019_12_13	17:02:01	29.0	61.0	100	2521/256	11/256
478	2019_12_13	17:02:01	29.0	61.0	800	331/128	11/256
479	2019_12_13	17:07:19	29.0	61.0	100	2521/256	11/256
479	2019_12_13	17:07:19	29.0	59.0	800	331/128	11/256
480	2019_12_13	17:15:15	29.0	59.0	100	2521/256	11/256
480	2019_12_13	17:15:15	28.0	61.0	800	331/128	11/256
481	2019_12_13	17:20:32	28.0	61.0	100	2521/256	11/256
481	2019_12_13	17:20:32	28.0	62.0	800	331/128	11/256
482	2019_12_13	17:25:45	28.0	62.0	100	2521/256	11/256
482	2019_12_13	17:25:45	28.0	62.0	800	331/128	11/256
483	2019_12_13	17:33:31	28.0	62.0	100	2521/256	11/256
483	2019_12_13	17:33:31	29.0	60.0	800	331/128	11/256
484	2019_12_13	17:38:45	29.0	60.0	100	2521/256	11/256
484	2019_12_13	17:38:45	29.0	58.0	800	331/128	11/256
485	2019_12_13	17:44:00	29.0	59.0	100	2521/256	11/256
485	2019_12_13	17:44:00	28.0	60.0	800	331/128	11/256
486	2019_12_13	17:51:49	28.0	62.0	100	2521/256	11/256
486	2019_12_13	17:51:49	29.0	61.0	800	331/128	11/256
487	2019_12_13	17:57:08	28.0	61.0	100	2521/256	11/256
487	2019_12_13	17:57:08	29.0	59.0	800	331/128	11/256
488	2019_12_13	18:02:26	29.0	59.0	100	2521/256	11/256
488	2019_12_13	18:02:26	28.0	60.0	800	331/128	11/256
489	2019_12_13	18:10:21	28.0	60.0	100	2521/256	11/256
489	2019_12_13	18:10:21	28.0	62.0	800	331/128	11/256
490	2019_12_13	18:15:41	28.0	62.0	100	2521/256	11/256
490	2019_12_13	18:15:41	29.0	61.0	800	331/128	11/256
491	2019_12_13	18:20:56	29.0	61.0	100	2521/256	11/256
491	2019_12_13	18:20:56	29.0	59.0	800	331/128	11/256
492	2019_12_13	18:28:43	28.0	60.0	100	2521/256	11/256
492	2019_12_13	18:28:43	28.0	60.0	800	331/128	11/256
493	2019_12_13	18:33:59	28.0	61.0	100	2521/256	11/256
493	2019_12_13	18:33:59	28.0	62.0	800	331/128	11/256
494	2019_12_13	18:39:17	28.0	62.0	100	2521/256	11/256
494	2019_12_13	18:39:17	28.0	62.0	800	331/128	11/256
495	2019_12_13	18:47:06	29.0	60.0	100	2521/256	11/256
495	2019_12_13	18:47:06	29.0	60.0	800	331/128	11/256
496	2019_12_13	18:52:25	29.0	60.0	100	2521/256	11/256
496	2019_12_13	18:52:25	29.0	58.0	800	331/128	11/256
497	2019_12_13	18:57:38	29.0	58.0	100	2521/256	11/256
497	2019_12_13	18:57:38	28.0	60.0	800	331/128	11/256
498	2019_12_13	19:05:29	28.0	60.0	100	2521/256	11/256
498	2019_12_13	19:05:29	28.0	62.0	800	331/128	11/256
499	2019_12_13	19:10:44	28.0	61.0	100	2521/256	11/256
499	2019_12_13	19:10:44	29.0	60.0	800	331/128	11/256
500	2019_12_13	19:16:01	29.0	60.0	100	2521/256	11/256
500	2019_12_13	19:16:01	29.0	58.0	800	331/128	11/256
501	2019_12_13	19:23:51	29.0	58.0	100	2521/256	11/256
501	2019_12_13	19:23:51	28.0	60.0	800	331/128	11/256
502	2019_12_13	19:29:05	28.0	60.0	100	2521/256	11/256
502	2019_12_13	19:29:05	28.0	62.0	800	331/128	11/256
503	2019_12_13	19:34:21	28.0	62.0	100	2521/256	11/256
503	2019_12_13	19:34:21	28.0	62.0	800	331/128	11/256
504	2019_12_13	19:42:12	28.0	62.0	100	2521/256	11/256
504	2019_12_13	19:42:12	29.0	60.0	800	331/128	11/256
505	2019_12_13	19:47:31	29.0	60.0	100	2521/256	11/256
505	2019_12_13	19:47:31	29.0	58.0	800	331/128	11/256
506	2019_12_13	19:52:44	29.0	58.0	100	2521/256	11/256
506	2019_12_13	19:52:44	28.0	60.0	800	331/128	11/256
507	2019_12_13	20:00:39	28.0	60.0	100	2521/256	11/256
507	2019_12_13	20:00:39	28.0	61.0	800	331/128	11/256
508	2019_12_13	20:05:56	28.0	61.0	100	2521/256	11/256
508	2019_12_13	20:05:56	28.0	61.0	800	331/128	11/256
509	2019_12_13	20:11:14	28.0	61.0	100	2521/256	11/256
509	2019_12_13	20:11:14	29.0	60.0	800	331/128	11/256
510	2019_12_13	20:19:10	28.0	60.0	100	2521/256	11/256
510	2019_12_13	20:19:10	28.0	60.0	800	331/128	11/256
511	2019_12_13	20:24:29	28.0	60.0	100	2521/256	11/256
511	2019_12_13	20:24:29	28.0	61.0	800	331/128	11/256
512	2019_12_13	20:29:42	28.0	61.0	100	2521/256	11/256
512	2019_12_13	20:29:42	28.0	61.0	800	331/128	11/256
513	2019_12_13	20:37:43	28.0	61.0	100	2521/256	11/256
513	2019_12_13	20:37:43	29.0	59.0	800	331/128	11/256
514	2019_12_13	20:43:00	29.0	59.0	100	2521/256	11/256
514	2019_12_13	20:43:00	29.0	58.0	800	331/128	11/256
515	2019_12_13	20:48:13	29.0	58.0	100	2521/256	11/256
515	2019_12_13	20:48:13	28.0	60.0	800	331/128	11/256
516	2019_12_13	20:56:06	28.0	60.0	100	2521/256	11/256
516	2019_12_13	20:56:06	28.0	61.0	800	331/128	11/256
517	2019_12_13	21:01:21	28.0	61.0	100	2521/256	11/256
517	2019_12_13	21:01:21	28.0	61.0	800	331/128	11/256
518	2019_12_13	21:06:36	28.0	61.0	100	2521/256	11/256
518	2019_12_13	21:06:36	29.0	59.0	800	331/128	11/256
519	2019_12_13	21:14:38	29.0	59.0	100	2521/256	11/256
519	2019_12_13	21:14:38	28.0	59.0	800	331/128	11/256
520	2019_12_13	21:19:58	28.0	59.0	100	2521/256	11/256
520	2019_12_13	21:19:58	28.0	61.0	800	331/128	11/256
521	2019_12_13	21:25:11	28.0	60.0	100	2521/256	11/256
521	2019_12_13	21:25:11	28.0	61.0	800	331/128	11/256
522	2019_12_13	21:33:07	28.0	60.0	100	2521/256	11/256
522	2019_12_13	21:33:07	29.0	59.0	800	331/128	11/256
523	2019_12_13	21:38:21	28.0	60.0	100	2521/256	11/256
523	2019_12_13	21:38:21	29.0	58.0	800	331/128	11/256
524	2019_12_13	21:43:34	29.0	58.0	100	2521/256	11/256
524	2019_12_13	21:43:34	28.0	60.0	800	331/128	11/256
525	2019_12_13	21:51:26	28.0	60.0	100	2521/256	11/256
525	2019_12_13	21:51:26	28.0	61.0	800	331/128	11/256
526	2019_12_13	21:56:40	28.0	61.0	100	2521/256	11/256
526	2019_12_13	21:56:40	28.0	60.0	800	331/128	11/256
527	2019_12_13	22:01:58	28.0	60.0	100	2521/256	11/256
527	2019_12_13	22:01:58	28.0	60.0	800	331/128	11/256
528	2019_12_13	22:09:54	29.0	59.0	100	2521/256	11/256
528	2019_12_13	22:09:54	29.0	59.0	800	331/128	11/256
529	2019_12_13	22:15:11	29.0	58.0	100	2521/256	11/256
529	2019_12_13	22:15:11	29.0	58.0	800	331/128	11/256
530	2019_12_13	22:20:27	29.0	58.0	100	2521/256	11/256
530	2019_12_13	22:20:27	28.0	59.0	800	331/128	11/256
531	2019_12_13	22:28:12	28.0	59.0	100	2521/256	11/256
531	2019_12_13	22:28:12	28.0	61.0	800	331/128	11/256
532	2019_12_13	22:33:28	28.0	60.0	100	2521/256	11/256
532	2019_12_13	22:33:28	28.0	60.0	800	331/128	11/256
533	2019_12_13	22:38:53	28.0	60.0	100	2521/256	11/256
533	2019_12_13	22:38:53	28.0	60.0	800	331/128	11/256
534	2019_12_13	22:46:47	28.0	60.0	100	2521/256	11/256
534	2019_12_13	22:46:47	29.0	59.0	800	331/128	11/256
535	2019_12_13	22:52:02	29.0	59.0	100	2521/256	11/256
535	2019_12_13	22:52:02	29.0	58.0	800	331/128	11/256
536	2019_12_13	22:57:15	28.0	59.0	100	2521/256	11/256
536	2019_12_13	22:57:15	28.0	59.0	800	331/128	11/256
537	2019_12_13	23:05:23	28.0	60.0	100	2521/256	11/256
537	2019_12_13	23:05:23	28.0	60.0	800	331/128	11/256
538	2019_12_13	23:10:42	28.0	60.0	100	2521/256	11/256
538	2019_12_13	23:10:42	28.0	60.0	800	331/128	11/256
539	2019_12_13	23:16:03	28.0	60.0	100	2521/256	11/256
539	2019_12_13	23:16:03	28.0	60.0	800	331/128	11/256
540	2019_12_13	23:24:04	28.0	60.0	100	2521/256	11/256
540	2019_12_13	23:24:04	29.0	59.0	800	331/128	11/256
541	2019_12_13	23:29:22	29.0	59.0	100	2521/256	11/256
541	2019_12_13	23:29:22	29.0	59.0	800	331/128	11/256
542	2019_12_13	23:34:35	29.0	59.0	100	2521/256	11/256
542	2019_12_13	23:34:35	28.0	60.0	800	331/128	11/256
543	2019_12_13	23:42:41	28.0	59.0	100	2521/256	11/256
543	2019_12_13	23:42:41	28.0	60.0	800	331/128	11/256
544	2019_12_13	23:47:58	28.0	60.0	100	2521/256	11/256
544	2019_12_13	23:47:58	28.0	60.0	800	331/128	11/256
545	2019_12_13	23:53:11	28.0	60.0	100	2521/256	11/256
545	2019_12_13	23:53:11	28.0	60.0	800	331/128	11/256
546	2019_12_14	00:01:05	29.0	59.0	100	2521/256	11/256
546	2019_12_14	00:01:05	29.0	59.0	800	331/128	11/256
547	2019_12_14	00:06:26	29.0	59.0	100	2521/256	11/256
547	2019_12_14	00:06:26	29.0	59.0	800	331/128	11/256
548	2019_12_14	00:11:49	28.0	61.0	100	2521/256	11/256
548	2019_12_14	00:11:49	28.0	61.0	800	331/128	11/256
549	2019_12_14	00:19:49	28.0	61.0	100	2521/256	11/256
549	2019_12_14	00:19:49	28.0	60.0	800	331/128	11/256
550	2019_12_14	00:25:03	28.0	60.0	100	2521/256	11/256
550	2019_12_14	00:25:03	28.0	60.0	800	331/128	11/256
551	2019_12_14	00:30:22	28.0	60.0	100	2521/256	11/256
551	2019_12_14	00:30:22	28.0	60.0	800	331/128	11/256
552	2019_12_14	00:38:18	28.0	60.0	100	2521/256	11/256
552	2019_12_14	00:38:18	29.0	59.0	800	331/128	11/256
553	2019_12_14	00:43:33	29.0	59.0	100	2521/256	11/256
553	2019_12_14	00:43:33	29.0	59.0	800	331/128	11/256
554	2019_12_14	00:48:48	28.0	61.0	100	2521/256	11/256
554	2019_12_14	00:48:48	28.0	62.0	800	331/128	11/256
555	2019_12_14	00:56:58	28.0	60.0	100	2521/256	11/256
555	2019_12_14	00:56:58	28.0	60.0	800	331/128	11/256
556	2019_12_14	01:02:18	28.0	60.0	100	2521/256	11/256
556	2019_12_14	01:02:18	28.0	60.0	800	331/128	11/256
557	2019_12_14	01:07:32	28.0	60.0	100	2521/256	11/256
557	2019_12_14	01:07:32	28.0	60.0	800	331/128	11/256
558	2019_12_14	01:15:26	28.0	60.0	100	2521/256	11/256
558	2019_12_14	01:15:26	29.0	59.0	800	331/128	11/256
559	2019_12_14	01:20:41	29.0	59.0	100	2521/256	11/256
559	2019_12_14	01:20:41	29.0	59.0	800	331/128	11/256
560	2019_12_14	01:26:02	29.0	59.0	100	2521/256	11/256
560	2019_12_14	01:26:02	28.0	61.0	800	331/128	11/256
561	2019_12_14	01:33:59	28.0	61.0	100	2521/256	11/256
561	2019_12_14	01:33:59	28.0	60.0	800	331/128	11/256
562	2019_12_14	01:39:14	28.0	60.0	100	2521/256	11/256
562	2019_12_14	01:39:14	28.0	60.0	800	331/128	11/256
563	2019_12_14	01:44:29	28.0	60.0	100	2521/256	11/256
563	2019_12_14	01:44:29	28.0	60.0	800	331/128	11/256
564	2019_12_14	01:52:35	28.0	60.0	100	2521/256	11/256
564	2019_12_14	01:52:35	28.0	60.0	800	331/128	11/256
565	2019_12_14	01:57:55	29.0	59.0	100	2521/256	11/256
565	2019_12_14	01:57:55	29.0	59.0	800	331/128	11/256
566	2019_12_14	02:03:18	29.0	59.0	100	2521/256	11/256
566	2019_12_14	02:03:18	29.0	59.0	800	331/128	11/256
567	2019_12_14	02:11:11	29.0	59.0	100	2521/256	11/256
567	2019_12_14	02:11:11	28.0	62.0	800	331/128	11/256
568	2019_12_14	02:16:25	27.0	61.0	100	2521/256	11/256
568	2019_12_14	02:16:25	27.0	61.0	800	331/128	11/256
569	2019_12_14	02:21:44	28.0	61.0	100	2521/256	11/256
569	2019_12_14	02:21:44	28.0	60.0	800	331/128	11/256
570	2019_12_14	02:29:34	28.0	60.0	100	2521/256	11/256
570	2019_12_14	02:29:34	28.0	60.0	800	331/128	11/256
571	2019_12_14	02:34:51	28.0	60.0	100	2521/256	11/256
571	2019_12_14	02:34:51	28.0	60.0	800	331/128	11/256
572	2019_12_14	02:40:06	28.0	60.0	100	2521/256	11/256
572	2019_12_14	02:40:06	28.0	60.0	800	331/128	11/256
573	2019_12_14	02:48:07	28.0	60.0	100	2521/256	11/256
573	2019_12_14	02:48:07	29.0	59.0	800	331/128	11/256
574	2019_12_14	02:53:23	29.0	59.0	100	2521/256	11/256
574	2019_12_14	02:53:23	29.0	59.0	800	331/128	11/256
575	2019_12_14	02:58:44	28.0	61.0	100	2521/256	11/256
575	2019_12_14	02:58:44	28.0	61.0	800	331/128	11/256
576	2019_12_14	03:07:12	28.0	60.0	100	2521/256	11/256
576	2019_12_14	03:07:12	28.0	60.0	800	331/128	11/256
577	2019_12_14	03:12:36	28.0	60.0	100	2521/256	11/256
577	2019_12_14	03:12:36	28.0	60.0	800	331/128	11/256
578	2019_12_14	03:17:51	28.0	60.0	100	2521/256	11/256
578	2019_12_14	03:17:51	28.0	60.0	800	331/128	11/256
579	2019_12_14	03:25:52	29.0	58.0	100	2521/256	11/256
579	2019_12_14	03:25:52	28.0	59.0	800	331/128	11/256
580	2019_12_14	03:31:10	29.0	58.0	100	2521/256	11/256
580	2019_12_14	03:31:10	29.0	58.0	800	331/128	11/256
581	2019_12_14	03:36:31	29.0	58.0	100	2521/256	11/256
581	2019_12_14	03:36:31	29.0	59.0	800	331/128	11/256
582	2019_12_14	03:44:29	29.0	59.0	100	2521/256	11/256
582	2019_12_14	03:44:29	27.0	61.0	800	331/128	11/256
583	2019_12_14	03:49:43	27.0	61.0	100	2521/256	11/256
583	2019_12_14	03:49:43	27.0	60.0	800	331/128	11/256
584	2019_12_14	03:54:56	27.0	60.0	100	2521/256	11/256
584	2019_12_14	03:54:56	28.0	60.0	800	331/128	11/256
585	2019_12_14	04:02:59	28.0	60.0	100	2521/256	11/256
585	2019_12_14	04:02:59	28.0	60.0	800	331/128	11/256
586	2019_12_14	04:08:17	28.0	60.0	100	2521/256	11/256
586	2019_12_14	04:08:17	28.0	60.0	800	331/128	11/256
587	2019_12_14	04:13:32	28.0	60.0	100	2521/256	11/256
587	2019_12_14	04:13:32	28.0	59.0	800	331/128	11/256
588	2019_12_14	04:21:37	28.0	59.0	100	2521/256	11/256
588	2019_12_14	04:21:37	29.0	58.0	800	331/128	11/256
589	2019_12_14	04:27:03	29.0	59.0	100	2521/256	11/256
589	2019_12_14	04:27:03	29.0	59.0	800	331/128	11/256
590	2019_12_14	04:32:24	28.0	61.0	100	2521/256	11/256
590	2019_12_14	04:32:24	28.0	61.0	800	331/128	11/256
591	2019_12_14	04:40:23	28.0	61.0	100	2521/256	11/256
591	2019_12_14	04:40:23	28.0	62.0	800	331/128	11/256
592	2019_12_14	04:45:40	28.0	62.0	100	2521/256	11/256
592	2019_12_14	04:45:40	28.0	62.0	800	331/128	11/256
593	2019_12_14	04:50:56	28.0	62.0	100	2521/256	11/256
593	2019_12_14	04:50:56	28.0	62.0	800	331/128	11/256
594	2019_12_14	04:58:59	28.0	62.0	100	2521/256	11/256
594	2019_12_14	04:58:59	28.0	61.0	800	331/128	11/256
595	2019_12_14	05:04:16	28.0	61.0	100	2521/256	11/256
595	2019_12_14	05:04:16	28.0	61.0	800	331/128	11/256
596	2019_12_14	05:09:34	28.0	61.0	100	2521/256	11/256
596	2019_12_14	05:09:34	28.0	61.0	800	331/128	11/256
597	2019_12_14	05:17:38	28.0	61.0	100	2521/256	11/256
597	2019_12_14	05:17:38	28.0	61.0	800	331/128	11/256
598	2019_12_14	05:22:53	29.0	60.0	100	2521/256	11/256
598	2019_12_14	05:22:53	29.0	60.0	800	331/128	11/256
599	2019_12_14	05:28:12	29.0	60.0	100	2521/256	11/256
599	2019_12_14	05:28:12	29.0	59.0	800	331/128	11/256
600	2019_12_14	05:36:11	29.0	59.0	100	2521/256	11/256
600	2019_12_14	05:36:11	27.0	61.0	800	331/128	11/256
601	2019_12_14	05:41:29	27.0	61.0	100	2521/256	11/256
601	2019_12_14	05:41:29	27.0	60.0	800	331/128	11/256
602	2019_12_14	05:46:43	27.0	60.0	100	2521/256	11/256
602	2019_12_14	05:46:43	28.0	60.0	800	331/128	11/256
603	2019_12_14	05:54:28	28.0	60.0	100	2521/256	11/256
603	2019_12_14	05:54:28	28.0	60.0	800	331/128	11/256
604	2019_12_14	05:59:45	28.0	60.0	100	2521/256	11/256
604	2019_12_14	05:59:45	28.0	59.0	800	331/128	11/256
605	2019_12_14	06:04:59	28.0	59.0	100	2521/256	11/256
605	2019_12_14	06:04:59	28.0	59.0	800	331/128	11/256
606	2019_12_14	06:12:48	28.0	59.0	100	2521/256	11/256
606	2019_12_14	06:12:48	28.0	59.0	800	331/128	11/256
607	2019_12_14	06:18:06	28.0	59.0	100	2521/256	11/256
607	2019_12_14	06:18:06	28.0	59.0	800	331/128	11/256
608	2019_12_14	06:23:22	28.0	61.0	100	2521/256	11/256
608	2019_12_14	06:23:22	28.0	61.0	800	331/128	11/256
